0     DEBUG [main] org.scriptinsight.util.Props - Props: envPropFileName : null
0     DEBUG [main] org.scriptinsight.util.Props - Props: Using default env file: /props/env/dev/scriptinsight.properties
0     DEBUG [main] org.scriptinsight.util.Props - Props: Request for property [ProxyServerPort=2554]
0     DEBUG [main] org.scriptinsight.util.Props - Props: Request for property [TaskPoolSize=5]
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Keep-Alive: 300
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Referer: http://gaotop:8080/petstore/faces/index.jsp
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Cookie: JSESSIONID=35af514a0b130008c819be1206c4
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler - >>               Response Headers: 
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: Servlet/2.5
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Server: Sun GlassFish Enterprise Server v2.1
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: JSF/1.2
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Last-Modified: Fri, 12 Jun 2009 06:23:22 GMT
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Content-Type: text/css
11297 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Date: Fri, 12 Jun 2009 07:25:03 GMT
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - >> Request [http://gaotop:8080/petstore/images/dogs_icon.gif]
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - >>               Request Headers: 
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Host: gaotop:8080
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Keep-Alive: 300
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Referer: http://gaotop:8080/petstore/faces/index.jsp
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Cookie: JSESSIONID=35af514a0b130008c819be1206c4
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - >>               Response Headers: 
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: Servlet/2.5
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Server: Sun GlassFish Enterprise Server v2.1
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                ETag: W/"4110-1240293440906"
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Last-Modified: Tue, 21 Apr 2009 05:57:20 GMT
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Content-Type: image/gif
11469 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Date: Fri, 12 Jun 2009 07:25:03 GMT
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - >> Request [http://gaotop:8080/petstore/images/cats_icon.gif]
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - >>               Request Headers: 
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Host: gaotop:8080
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Keep-Alive: 300
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Referer: http://gaotop:8080/petstore/faces/index.jsp
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Cookie: JSESSIONID=35af514a0b130008c819be1206c4
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - >>               Response Headers: 
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: Servlet/2.5
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                Server: Sun GlassFish Enterprise Server v2.1
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                ETag: W/"3476-1240293440890"
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                Last-Modified: Tue, 21 Apr 2009 05:57:20 GMT
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                Content-Type: image/gif
11484 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                Date: Fri, 12 Jun 2009 07:25:03 GMT
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler - >> Request [http://gaotop:8080/petstore/images/birds_icon.gif]
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler - >>               Request Headers: 
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Host: gaotop:8080
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Keep-Alive: 300
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Referer: http://gaotop:8080/petstore/faces/index.jsp
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Cookie: JSESSIONID=35af514a0b130008c819be1206c4
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler - >>               Response Headers: 
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: Servlet/2.5
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                                Server: Sun GlassFish Enterprise Server v2.1
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                                ETag: W/"3671-1240293440843"
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                                Last-Modified: Tue, 21 Apr 2009 05:57:20 GMT
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                                Content-Type: image/gif
11515 INFO  [pool-1-thread-2] org.scriptinsight.proxy.ProxyHandler -                                Date: Fri, 12 Jun 2009 07:25:03 GMT
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - >> Request [http://gaotop:8080/petstore/images/reptiles_icon.gif]
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - >>               Request Headers: 
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Host: gaotop:8080
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Keep-Alive: 300
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Referer: http://gaotop:8080/petstore/faces/index.jsp
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Cookie: JSESSIONID=35af514a0b130008c819be1206c4
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler - >>               Response Headers: 
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: Servlet/2.5
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Server: Sun GlassFish Enterprise Server v2.1
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                ETag: W/"3516-1240293441078"
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Last-Modified: Tue, 21 Apr 2009 05:57:21 GMT
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Content-Type: image/gif
11531 INFO  [pool-1-thread-5] org.scriptinsight.proxy.ProxyHandler -                                Date: Fri, 12 Jun 2009 07:25:03 GMT
11531 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler - >> Request [http://gaotop:8080/petstore/images/fish_icon.gif]
11531 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
11531 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler - >>               Request Headers: 
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Host: gaotop:8080
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Accept: image/png,image/*;q=0.8,*/*;q=0.5
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Keep-Alive: 300
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Referer: http://gaotop:8080/petstore/faces/index.jsp
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Cookie: JSESSIONID=35af514a0b130008c819be1206c4
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler - >>               Response Headers: 
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: Servlet/2.5
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Server: Sun GlassFish Enterprise Server v2.1
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                ETag: W/"3615-1240293440921"
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Last-Modified: Tue, 21 Apr 2009 05:57:20 GMT
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Content-Type: image/gif
11547 INFO  [pool-1-thread-3] org.scriptinsight.proxy.ProxyHandler -                                Date: Fri, 12 Jun 2009 07:25:03 GMT
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - >> Request [http://gaotop:8080/petstore/faces/dynamic/bpui_rssfeedhandler/getRssfeed?style=json&itemCount=4&url=https://blueprints.dev.java.net/servlets/ProjectRSS?type=news]
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - <<         Response: HTTP/1.1 200 OK
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - <<         Response: HttpEntity Type: org.apache.http.entity.BasicHttpEntity
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - >>               Request Headers: 
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Host: gaotop:8080
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               User-Agent: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.10) Gecko/2009042316 Firefox/3.0.10
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept-Language: en-us,en;q=0.5
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept-Encoding: gzip,deflate
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Accept-Charset: ISO-8859-1,utf-8;q=0.7,*;q=0.7
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Keep-Alive: 300
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Proxy-Connection: keep-alive
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Referer: http://gaotop:8080/petstore/faces/index.jsp
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Cookie: JSESSIONID=35af514a0b130008c819be1206c4
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                               Connection: Keep-Alive
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler - >>               Response Headers: 
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: Servlet/2.5
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                Server: Sun GlassFish Enterprise Server v2.1
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                X-Powered-By: JSF/1.2
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                Content-Type: text/plain;charset=utf-8
11562 INFO  [pool-1-thread-1] org.scriptinsight.proxy.ProxyHandler -                                Date: Fri, 12 Jun 2009 07:25:03 GMT
